subject,gender,trial,shift,max_response,mean_response,slope,p_value
8,M,94,1,20.37016158,13.798582,-0.022010609,2.42251E-13
8,M,95,-1,45.88787844,21.34175473,0.138961388,0
8,M,96,-2,24.53355312,18.77763127,0.114594227,0
8,M,97,2,37.16315037,22.52642853,-0.091502572,0
8,M,98,0,28.19467465,13.04320047,-0.060527685,0
8,M,99,-2,29.19869701,12.03075791,-0.056617464,0
8,M,100,1,20.45666443,8.50981673,-0.014969705,4.48958E-06
8,M,101,0,40.61928967,25.3353992,0.108934896,0
8,M,102,-1,30.69169082,11.25377844,0.033547139,3.13527E-13
8,M,103,2,33.67856268,17.06808931,-0.093039497,0
8,M,104,0,29.89016731,18.82418857,-0.003139024,0.6332
8,M,105,1,21.95999186,8.090113403,-0.015038313,3.48653E-07
8,M,106,-1,18.19578671,9.628975304,0.006275121,0.009747656
8,M,107,2,32.67939993,12.99736805,-0.121045754,0
8,M,108,-2,43.5377127,21.53711875,-0.062293319,1.77636E-15
8,M,109,-2,25.0231225,7.704071683,-0.043984272,0
8,M,110,1,94.21849063,74.94079563,-0.335021648,0
8,M,111,2,30.6156041,16.95465518,0.027736308,1.08136E-13
8,M,112,-1,17.68760445,5.691239007,-0.078289874,0
8,M,113,0,10.79746786,2.986796035,-0.002986679,0.594143699
8,M,114,0,23.53476858,9.234766934,0.044848243,0
8,M,115,2,28.99508614,19.60203777,-0.143593982,0
8,M,116,1,96.04465188,76.94957815,-0.225344233,0
8,M,117,-2,38.52665609,12.33615364,-0.182997584,0
8,M,118,-1,48.61830299,26.62827661,0.120500036,0
8,M,119,0,38.70821006,20.06517531,-0.140985963,0
8,M,120,-2,74.32204666,51.20328096,0.246716083,0
8,M,121,2,68.78378258,45.19548277,0.083939397,0
8,M,122,1,62.8747833,36.52898302,-0.088204921,0
8,M,123,1,56.64180521,42.25234489,-0.173793937,0
8,M,124,0,23.53459066,11.30207442,-0.069859341,0
8,M,125,-2,53.35010879,22.56565705,0.061911928,5.40405E-06
8,M,126,-1,28.98319197,18.73949431,0.104496484,0
8,M,127,2,31.91655351,14.29541452,-0.07359315,0
8,M,128,-2,16.069141,11.99405465,-0.038294851,0
8,M,129,2,14.70463186,8.018264032,-0.036355892,0
8,M,130,-1,23.88031911,15.90344433,0.113735279,0
8,M,131,0,44.66682542,34.01633767,0.02291117,9.99201E-15
8,M,132,1,5.975226891,2.919683185,-0.00167915,0.264382044
8,M,133,-1,29.24472819,15.56809492,-0.010514281,1.03505E-07
8,M,134,0,24.18962512,10.67942878,0.025472034,0
8,M,135,-2,6.823469112,3.555470155,-0.028479172,0
8,M,136,2,11.27802079,4.441689658,-0.008852129,5.31385E-06
8,M,137,1,23.27792158,17.29459924,0.08532004,0
8,M,138,0,31.94537505,25.09801013,0.028663912,0
8,M,139,2,29.26202456,13.19819809,-0.059734856,0
8,M,140,-2,20.10589531,7.648434563,0.016003267,0.00140105
8,M,141,1,16.82502423,6.180934405,-0.070506263,0
8,M,142,-1,14.74823565,5.045104158,0.06747847,0
8,M,143,1,14.27857032,6.302653238,-0.094554768,0
8,M,144,0,12.45529571,4.524441554,-0.05572689,0
8,M,145,-1,76.01393934,50.67441786,-0.155452024,0
8,M,146,-2,24.50196807,10.04689034,0.008524243,0.04509371
8,M,147,2,15.01819077,7.987730194,0.020334623,0
9,F,1,2,50.4808756,28.12836601,-0.052460199,3.50586E-12
9,F,2,-1,41.55205565,24.78876848,0.051981268,0
9,F,3,-2,16.46721496,6.650517266,0.018996758,3.51173E-07
9,F,4,1,21.01148741,8.699074578,-0.066375933,0
9,F,5,0,33.83076626,14.81356046,-0.025562258,7.60503E-13
9,F,6,-1,37.71502364,22.8181704,0.04447725,0
9,F,7,0,17.29539399,6.915848296,0.02064193,2.22236E-10
9,F,8,-2,17.02939719,7.151272451,0.075940271,0
9,F,9,1,37.94948254,22.30246932,-0.129106828,0
9,F,10,2,37.35133238,19.86670281,-0.033497569,0
9,F,11,0,25.77266077,7.154901496,0.015055697,3.18304E-08
9,F,12,1,20.23469136,4.370466259,-0.001487597,0.690286408
9,F,13,2,34.37181095,17.74509873,-0.066098381,0
9,F,14,-1,14.13467594,4.896652584,0.039889691,0
9,F,15,-2,33.97620263,21.55588056,-0.010035638,0.001331209
9,F,16,1,27.31246757,7.847214736,-0.065273731,0
9,F,17,0,20.70482637,9.018656975,-0.047027911,0
9,F,18,-1,21.1567622,8.146406966,0.001230044,0.743811888
9,F,19,2,41.75426541,23.36934766,-0.06833512,0
9,F,20,-2,32.18972572,16.85443212,-0.013383167,2.02244E-07
9,F,21,0,31.32709714,14.83489967,0.133735001,0
9,F,22,1,37.21616382,21.69554413,0.030235024,0
9,F,23,2,67.57150725,41.56142238,0.192953949,0
9,F,24,-2,26.36665468,14.49511391,-0.034342376,0
9,F,25,-1,39.88296635,32.3574079,-0.077122261,0
9,F,26,2,64.48221056,42.43066838,-0.151754226,0
9,F,27,-1,32.68365755,13.40714914,0.021818512,4.18543E-05
9,F,28,1,18.90631777,6.384875248,0.003283023,0.344957408
9,F,29,0,26.02796176,10.56683843,-0.037061238,3.38304E-08
9,F,30,-2,18.83160253,5.517284541,-0.113982646,0
9,F,31,0,36.61561265,23.72494498,-0.055037665,0
9,F,32,2,39.50462951,15.76226699,0.068047674,0
9,F,33,1,18.49304277,6.82512633,-0.008533658,0.032513756
9,F,34,-1,21.59581771,7.026158654,0.005836946,0.162916229
9,F,35,-2,15.28844432,8.036860643,-0.007590863,0.002767181
9,F,36,-2,32.40265104,14.48448859,-0.053107997,0
9,F,37,1,16.42696203,6.221590776,0.03216448,0
9,F,38,2,48.62107291,37.45132178,-0.098633214,0
9,F,39,-1,42.80561679,12.67533786,-0.006372442,0.538798106
9,F,40,0,35.79801185,11.88554294,-0.01973697,5.62326E-09
9,F,41,2,47.36152217,19.71767935,0.121144842,0
9,F,42,0,44.28090439,26.65284978,-0.096589176,0
9,F,43,-2,25.50947666,12.92571587,0.034329989,7.50995E-08
9,F,44,1,15.5645197,5.533502592,-0.04377483,0
9,F,45,0,25.48433556,10.653157,-0.055833021,0
9,F,46,2,22.02679323,9.296885559,0.020313162,1.06011E-08
9,F,47,1,101.5424975,70.94030922,-0.31370774,0
9,F,48,-2,70.08672371,48.63740245,-0.053502989,4.44089E-15
9,F,49,-1,24.70179098,6.878506594,-0.004696237,0.205003343
9,F,50,2,18.25906551,6.611710923,-0.001591753,0.771854166
9,F,51,-1,12.92064305,3.894604768,0.05449413,0
9,F,52,0,27.55483111,12.47114405,-0.051823389,0
9,F,53,1,38.8768833,23.53543983,-0.098236482,0
9,F,54,-2,61.28798071,39.27438992,-0.076059352,0
9,F,55,2,26.00558162,11.18707861,0.004754429,0.161543828
9,F,56,-1,18.34868363,5.508019587,-0.02351727,1.67204E-07
9,F,57,1,41.71682603,31.00603782,-0.060443419,0
9,F,58,0,12.41643695,4.668236356,0.020679185,1.67654E-07
9,F,59,-2,14.16037742,7.003396881,-0.052947888,0
9,F,60,-1,26.21834954,7.261278402,-0.007514229,0.064825848
9,F,61,-2,36.3148439,14.04598621,-0.010055754,0.272919157
9,F,62,1,22.74379487,6.830314404,0.038162334,6.63203E-07
9,F,63,0,24.20559619,11.39050632,-0.047181211,0
9,F,64,2,58.75190618,40.63816456,-0.144326151,0
9,F,65,-2,57.85065901,18.33588445,0.091549632,1.7919E-12
9,F,66,-1,25.31902201,9.113141252,0.040132704,0
9,F,67,0,12.26730734,3.293185444,-0.001191442,0.71159793
9,F,68,1,19.32229053,7.683930053,0.001515673,0.731491449
9,F,69,0,22.54195474,8.601409267,0.03368786,0
9,F,70,-2,20.69104279,11.90958288,0.078479145,0
9,F,71,-1,13.6407685,6.109844819,0.012566379,1.60287E-06
9,F,72,1,19.07768895,7.257305487,-0.043327254,0
9,F,73,2,37.1592011,13.41852426,-0.032506327,4.91131E-08
9,F,74,-2,16.56417364,8.128705937,-0.037402776,9.94766E-10
9,F,75,1,47.39022663,21.11564204,-0.10364096,0
9,F,76,-1,37.26917257,26.00094868,0.017494131,2.38853E-05
9,F,77,0,38.13911225,13.88709818,-0.004110039,0.150717514
9,F,78,2,13.80145283,4.932867162,0.027389885,0
9,F,79,-1,12.22572998,5.64455486,-0.000872137,0.821348077
9,F,80,1,24.1176198,5.83821108,0.027185251,5.01739E-11
9,F,81,2,21.28744193,8.142796115,0.002246415,0.543748555
9,F,82,0,24.24771169,10.07072886,-0.068957858,0
9,F,83,-2,16.77882767,5.268215302,0.009270099,0.010065055
9,F,84,-1,20.43037102,6.535722786,0.063249348,0
9,F,85,2,44.02450067,32.70012671,-0.057542285,0
9,F,86,-2,25.62407263,13.85169361,0.019054415,0.000790625
9,F,87,1,7.226894282,2.688568001,0.001577268,0.483834644
9,F,88,0,40.67494654,21.63562943,-0.020669731,1.65858E-08
9,F,89,-1,12.75750678,4.657337803,0.025385937,2.30791E-10
9,F,90,-2,9.910544083,4.104474605,0.013007381,2.75715E-05
9,F,91,1,23.70852162,11.60529281,-0.117118146,0
9,F,92,2,18.08125015,9.230947114,-0.039466739,0
9,F,93,0,68.62314739,37.49997772,0.011391048,0.108921887
9,F,94,-1,23.70986977,9.683494529,0.029050946,5.9952E-14
9,F,95,1,25.63712813,15.16919595,0.021696252,5.47139E-07
9,F,96,2,16.5156879,7.121181762,0.009872914,0.000243676
9,F,97,-2,28.46388122,13.69262573,0.011826054,0.001856785
9,F,98,0,18.60091328,7.038802529,-0.061734187,0
9,F,99,-1,30.91147987,5.95750503,0.112225936,0
9,F,100,0,18.59527894,8.439246061,-0.010800195,2.09018E-05
9,F,101,2,18.06340188,7.336153416,-0.005250704,0.051922981
9,F,102,1,19.50294215,8.031156189,0.025800529,7.54952E-15
9,F,103,-2,24.43290002,6.992743709,0.01690932,1.45287E-07
9,F,104,-2,10.22132461,5.157419338,-0.005138938,0.054363668
9,F,105,1,8.128001917,3.581964123,0.016589206,0
9,F,106,0,14.36437451,4.753116787,-0.046635941,0
9,F,107,2,27.8236683,18.58232651,-0.075349905,0
9,F,108,-1,30.41286089,18.9195737,0.099759906,0
9,F,109,-1,18.68538134,7.321753071,-0.000107692,0.973175567
9,F,110,0,31.03838141,21.27113066,0.016382078,6.49702E-10
9,F,111,2,32.33275346,16.51514873,-0.054973807,0
9,F,112,-2,11.91443768,4.739250471,0.005453012,0.021305016
9,F,113,1,22.5217051,8.975602763,0.025212764,8.65974E-15
9,F,114,-1,32.97098368,10.19126524,0.013754038,0.00010147
9,F,115,1,14.25922062,5.427353994,0.057852103,0
9,F,116,-2,23.74101527,9.657794998,0.024230578,0
9,F,117,0,40.8158144,33.23248715,-0.06419063,0
9,F,118,2,18.73678048,7.276059836,0.015957536,3.35648E-10
9,F,119,0,16.70712704,7.712266752,0.012251879,0.000620024
9,F,120,1,22.89964643,12.93220378,-0.019387698,1.82088E-10
9,F,121,-1,20.41985454,10.92592271,-0.072258262,0
9,F,122,-2,25.40911184,7.152004586,-0.073289622,0
9,F,123,2,19.59225084,7.469338974,0.037017179,0
9,F,124,0,26.16167333,10.27801752,-0.083555268,0
9,F,125,-2,39.42612579,15.27908642,-0.039658514,8.21565E-15
9,F,126,2,13.39762104,6.210407233,-0.016863122,2.17604E-13
9,F,127,-1,29.30656633,19.19899246,0.01322319,7.87114E-07
9,F,128,1,39.32800666,21.34743461,-0.055577342,0
9,F,129,0,22.30713359,10.6775394,-0.04339365,0
9,F,130,2,22.27127499,10.2117531,0.044705554,0
9,F,131,-2,19.90120336,6.378806007,0.021943283,6.97721E-09
9,F,132,1,19.2463422,8.460515512,-0.003445434,0.254224636
9,F,133,-1,10.83301291,3.071105812,-0.002428787,0.257698539
9,F,134,2,23.39257488,7.77856729,0.035433947,0
9,F,135,-2,21.18203271,9.508174549,-0.050657052,0
9,F,136,1,25.93916367,17.80909755,0.00048332,0.829513825
9,F,137,0,23.51785013,9.472606518,-0.042760118,0
9,F,138,0,11.27036956,3.555536925,0.000390144,0.876602532
9,F,139,2,24.76038716,14.18666903,-0.03912647,0
9,F,140,-2,18.35636158,7.465347729,-0.008547961,0.038891126
9,F,141,-1,18.27954125,7.962194342,0.03838393,0
9,F,142,2,17.31850958,5.651167582,-0.012819382,0.00043107
9,F,143,-1,8.766098853,3.160042244,-0.003577747,0.098262847
9,F,144,0,21.38566272,7.068802035,-0.012621051,4.28005E-06
9,F,145,-2,14.04694249,4.739898005,0.001197395,0.658594418
10,F,1,1,30.51865654,10.79688218,-0.038003788,1.53838E-09
10,F,2,2,59.71322757,31.94773651,0.041306854,1.72824E-11
10,F,3,0,52.82897463,25.30742962,0.050520619,3.33939E-08
10,F,4,-1,36.04913666,16.76923533,-0.124601462,0
10,F,5,-2,28.47206517,13.92682986,0.101154505,0
10,F,6,0,43.53431318,18.9041417,-0.01362667,0.163974374
10,F,7,-1,38.2185232,16.77582149,0.008855916,0.029362287
10,F,8,2,44.58158185,24.28933048,0.074711871,0
10,F,9,-2,136.3385053,77.10794806,-0.032756523,0.074175521
10,F,10,1,45.44322088,23.32872687,-0.015034401,0.000470046
10,F,11,0,51.34027135,37.85526323,0.106370956,0
10,F,12,-1,45.97661918,35.83537563,0.16611991,0
10,F,13,1,23.32107716,8.008734135,0.048372603,0
10,F,14,-2,34.06700632,9.35282133,-0.02143697,2.25607E-07
10,F,15,2,24.5656572,7.3967291,-0.077372122,2.40396E-08
10,F,16,-1,36.06162411,20.79418099,-0.011472102,0.014320992
10,F,17,0,37.78635263,13.99407497,0.005880407,0.565256196
10,F,18,1,55.43994013,13.96149914,-0.031616041,0.130758905
10,F,19,2,31.93323519,15.97012006,0.075843098,0
10,F,20,-2,36.51008258,14.61432383,-0.130474374,0
10,F,21,-2,27.25724234,9.380045517,0.080209077,0
10,F,22,2,37.86087619,12.13105643,0.027077087,2.05526E-08
10,F,23,-1,32.63049677,18.05796562,-0.039104671,5.40923E-12
10,F,24,0,43.28341502,7.861940356,0.056758366,7.0415E-08
10,F,25,1,36.78056172,20.72334476,0.035717342,2.78856E-08
10,F,26,-1,29.28086837,14.60479529,0.10407338,0
10,F,27,1,16.41263872,5.745605103,-0.007801962,0.066240119
10,F,28,0,51.30854709,17.54500191,-0.057351447,0
10,F,29,-2,29.75954774,9.735855621,0.007785217,0.142777301
10,F,30,2,27.42279891,19.3241237,0.042239532,0
10,F,31,-2,37.52030844,25.21062354,-0.045237423,0
10,F,32,1,20.80823249,6.518827057,0.002346945,0.578922007
10,F,33,-1,22.71038928,8.484330352,0.032010893,6.18283E-12
10,F,34,0,16.60600504,5.328555072,0.048229662,0
10,F,35,2,29.42858017,11.51133008,0.025450483,2.42593E-08
10,F,36,0,38.05260983,10.04090444,0.013925348,0.047899931
10,F,37,-1,36.74620719,14.56635794,0.110917864,0
10,F,38,-2,80.20306991,19.22964862,-0.086210502,0
10,F,39,2,30.84619586,10.16895363,-0.031295739,1.93917E-05
10,F,40,1,51.91104273,29.24978792,0.180890657,0
10,F,41,-2,37.04210716,16.52378543,0.018181581,0.004129944
10,F,42,-1,59.61950691,13.28954807,-0.136024804,0
10,F,43,2,28.43983347,8.800805468,-0.023149626,2.00992E-10
10,F,44,0,13.80569302,5.783876166,0.003200343,0.52694481
10,F,45,-2,31.62518645,13.09254546,0.021163804,5.7922E-05
10,F,46,-1,97.84741372,20.77481179,0.031000467,0.07718536
10,F,47,2,55.54303044,12.1265425,-0.003944686,0.61241521
10,F,48,0,16.94416576,7.15555539,0.049518851,0
10,F,49,1,26.19004526,7.428542018,-0.007149777,0.147281923
10,F,50,2,27.37098189,9.352668556,-0.002938472,0.778235093
10,F,51,-1,45.59559237,13.39585019,0.034894634,1.85879E-08
10,F,52,0,37.03617907,14.70102865,-0.043735385,4.44089E-16
10,F,53,-2,56.84794105,37.3289036,0.135406426,0
10,F,54,1,37.93090322,19.6837322,-0.114839364,0
10,F,55,-2,105.1181689,58.05537156,0.207716748,0
10,F,56,1,32.93599735,11.33077296,0.017130013,0.00882728
10,F,57,-1,30.40658883,9.750411494,0.01273954,0.02601404
10,F,58,2,48.00304716,26.51088925,0.004055609,0.496442149
10,F,59,0,33.11676633,13.04778203,0.044960742,6.11851E-06
10,F,60,-2,65.8078531,23.52670814,0.062953004,0
10,F,61,0,70.37151048,20.60097623,-0.121817491,0
10,F,62,-1,29.72894508,12.97493409,0.065995319,1.75822E-11
10,F,63,2,59.73561883,38.93131806,0.077780107,0
10,F,64,1,71.63012523,30.91874559,0.166767005,0
10,F,65,2,124.5093579,51.13969051,0.174913208,0
10,F,66,1,59.33501364,17.31480276,0.192602459,0
10,F,67,-1,47.26397264,12.80995545,0.108334416,0
10,F,68,0,31.95560232,12.1754425,0.022347296,6.47825E-07
10,F,69,-2,33.32092801,10.54851645,0.008131235,0.203225315
10,F,70,1,43.55705602,8.449096403,0.00854327,0.004881703
10,F,71,-2,19.42345627,8.117517935,0.047333554,0
10,F,72,-1,23.19093014,11.38681312,0.03511751,2.22045E-16
10,F,73,0,59.50689142,23.72951433,-0.0012374,0.922553849
10,F,74,2,71.38026875,33.39132337,0.010065734,0.167138455
10,F,75,1,86.95187185,23.15153019,0.068187021,2.74035E-05
10,F,76,-1,15.63193839,5.260761245,0.022098485,1.42789E-07
10,F,77,-2,24.7530763,8.066853601,-0.009070044,0.106224495
10,F,78,2,19.59247022,5.754181028,0.005881153,0.474306393
10,F,79,-1,21.60392367,7.756533348,0.040934016,0
10,F,80,0,31.12025237,11.07469654,-0.054873301,0
10,F,81,-2,35.23825458,12.68796688,-0.037392275,1.78317E-11
10,F,82,1,52.5553788,20.47237661,-0.083131779,0
10,F,83,2,28.68498416,10.88049043,-0.017356427,0.000395207
10,F,84,-1,29.13316152,8.44026862,0.001628092,0.778066903
10,F,85,-2,42.27385704,9.560116349,-0.031718587,2.99875E-06
10,F,86,2,37.95498521,14.26856699,-0.063781473,0
10,F,87,1,17.3262254,5.971846882,0.090968946,0
10,F,88,0,26.12850278,12.18116882,-0.052420506,0
10,F,89,-1,45.11510543,15.38439754,-0.007309385,0.028286596
10,F,90,1,17.62948944,9.094603614,0.03209599,2.22045E-16
10,F,91,0,30.0243363,7.430409551,-0.038359823,1.01252E-13
10,F,92,2,39.36456746,10.35192678,0.073956792,0
10,F,93,-2,22.91425148,10.41775704,0.002466678,0.52300429
10,F,94,1,32.67455673,18.801493,0.091096009,0
10,F,95,0,44.10903198,19.79877179,0.01977647,0.001361304
10,F,96,-2,20.27254722,9.22221425,0.073266239,0
10,F,97,2,113.9143245,84.95035762,-0.173106109,0
10,F,98,-1,13.62838615,4.418425097,0.023835865,0
10,F,99,-2,37.95586243,27.44047579,-0.078746679,0
10,F,100,2,72.60260913,47.42170989,0.018425257,0.009226228
10,F,101,0,21.09716233,7.915400711,0.012210276,0.001033963
10,F,102,-1,25.43312513,8.517013118,-0.051497108,0
10,F,103,1,41.02091616,22.93147217,-0.051680277,0
10,F,104,1,24.71774916,13.19474399,0.000841957,0.853774993
10,F,105,-2,21.14930286,7.695812449,-0.058421821,0
10,F,106,-1,102.0651596,43.41475328,0.08703098,1.01544E-05
10,F,107,2,21.64814416,5.54822991,0.056008399,0
10,F,108,0,20.44802279,6.87829201,-0.06494662,0
10,F,109,-1,26.66278288,11.65848789,-0.05653537,0
10,F,110,-2,21.5745964,13.0003915,0.023542844,1.2898E-07
10,F,111,2,20.44691271,9.855350883,-0.032047866,0
10,F,112,1,34.30926763,20.6410162,0.089575531,0
10,F,113,0,29.82258918,7.294864584,-0.036956234,0
10,F,114,-1,22.43860314,8.088172679,-0.034729475,0
10,F,115,-2,94.34594877,42.58501203,0.268986651,0
10,F,116,2,44.42448558,15.03380865,0.057058081,0
10,F,117,1,39.2387126,10.48559925,0.02295101,0.000268555
10,F,118,0,29.73263614,9.325732972,0.061576596,0
10,F,119,-1,32.38476204,12.58737024,0.034534933,3.26087E-09
10,F,120,-2,34.40871604,20.3335342,0.083057277,0
10,F,121,2,38.23335404,18.25110344,0.072511033,0
10,F,122,1,16.11936296,6.916724101,0.001918144,0.670573729
10,F,123,1,49.189543,14.16409419,0.019008207,0.005491377
10,F,124,-2,20.41797298,7.32353072,-0.027727387,2.3952E-12
10,F,125,-1,18.52779905,7.47760324,-0.008205898,0.001597394
10,F,126,2,42.6999947,13.49656837,0.041467429,0
10,F,127,0,19.32991474,8.535505752,-0.026723314,3.77476E-15
10,F,128,0,32.59352161,18.3294242,0.02190044,0.000892965
10,F,129,2,30.37463986,9.362118474,-0.019948703,5.63327E-13
10,F,130,-1,18.11974093,9.244744421,0.022806442,6.62786E-10
10,F,131,-2,34.56331396,17.73307536,0.023731013,3.51712E-10
10,F,132,1,25.07104615,10.92288892,0.027398714,2.15791E-05
10,F,133,-2,19.86968016,9.185812282,-0.001874168,0.55863741
10,F,134,1,29.28977318,14.28309226,0.04872944,1.67799E-12
10,F,135,2,41.08045153,23.06105449,-0.01173327,0.000663422
10,F,136,-1,20.34101018,6.18325245,0.030692027,5.06133E-10
10,F,137,0,20.64615794,9.234702812,0.083263961,0
10,F,138,2,29.87954557,11.25924499,-0.10901267,0
10,F,139,-1,17.87811963,5.597292769,-0.008751708,0.046557293
10,F,140,0,36.06859589,17.9206817,-0.129719837,0
10,F,141,-2,23.54720599,6.338001028,-0.010129436,0.000549003
10,F,142,-1,24.95382204,11.70987011,0.023097081,4.84801E-08
10,F,143,1,16.25301503,6.002093165,0.019974397,1.16348E-08
11,F,1,-1,52.48281122,33.04000739,-0.071736014,0
11,F,2,-2,69.23077777,26.23439748,-0.147417441,0
11,F,3,1,75.89800401,42.42007509,-0.09612171,0
11,F,4,0,54.87737096,30.18001106,0.110832294,1.66755E-13
11,F,5,1,72.37540963,58.76921494,-0.095029939,0
11,F,6,0,32.97571483,19.91889166,-0.025325302,6.53504E-11
11,F,7,-1,33.28041041,11.4468424,-0.045870933,7.2653E-13
11,F,8,2,94.0816936,62.40354707,0.182689951,0
11,F,9,-2,23.87192534,7.732399501,-0.019317754,4.66724E-06
11,F,10,1,43.67993917,18.96918009,-0.227491388,0
11,F,11,2,54.19043611,36.78147941,-0.166802289,0
11,F,12,-2,33.10448588,8.405813064,-0.046764611,0
11,F,13,-1,32.28635721,14.42805106,0.213828342,0
11,F,14,0,26.83623535,11.3522989,0.048078976,5.80671E-11
11,F,15,0,32.6280532,19.74441306,-0.210254065,0
11,F,16,-1,35.96277636,19.62086011,-0.019668927,3.01084E-06
11,F,17,1,55.355709,41.86351884,-0.276842601,0
11,F,18,-2,14.30754436,7.233595579,0.057450429,0
11,F,19,2,134.0063728,97.47831238,-0.182044584,0
11,F,20,-2,77.5806703,64.05867227,0.200294025,0
11,F,21,1,63.20168635,33.56940197,-0.12216919,0
11,F,22,2,73.26045263,50.05051475,-0.131525667,0
11,F,23,0,52.39825077,20.4986496,0.11886011,0
11,F,24,-1,55.65801107,24.99413672,-0.062471597,6.77193E-08
11,F,25,0,70.96397135,19.41178994,-0.168272661,0
11,F,26,1,49.48284854,34.96196526,-0.225281524,0
11,F,27,-2,75.87410784,50.8417465,-0.172583691,0
11,F,28,2,20.52031086,6.828341875,-0.013500823,1.3674E-05
11,F,29,-1,54.01458496,31.00498311,0.00964501,0.209738343
11,F,30,0,17.86219568,8.878722061,0.044586788,0
11,F,31,-2,20.92559996,7.707351398,0.089273019,0
11,F,32,2,85.22003645,71.79878144,-0.143689366,0
11,F,33,1,31.57482994,11.59712969,-0.08676014,0
11,F,34,-1,12.410748,6.248590004,0.029154357,2.6965E-06
11,F,35,-2,49.18256101,14.67733218,-0.124081118,0
11,F,36,-1,56.65626628,34.34376188,0.098786873,0
11,F,37,2,88.97584753,64.64015131,-0.282513358,0
11,F,38,1,35.56480387,14.49663391,0.018646375,0.001130345
11,F,39,0,65.98255371,33.25471519,-0.104205906,0
11,F,40,1,75.57656868,60.06565236,-0.161039059,0
11,F,41,-1,42.26513496,22.38454948,-0.161211892,0
11,F,42,2,39.38954529,26.65462496,-0.112042698,0
11,F,43,-2,40.1991848,23.80594654,-0.08895726,0
11,F,44,0,44.94000805,27.5922769,0.190820375,0
11,F,45,1,41.49285903,17.6393305,-0.089954334,0
11,F,46,2,68.7187093,47.69936114,-0.102115455,0
11,F,47,-2,52.76165764,18.99032019,0.094670868,1.76037E-12
11,F,48,0,46.35729348,18.41583996,0.125538092,0
11,F,49,-1,80.03411004,47.40743438,0.027974142,0.001395236
11,F,50,2,89.98482277,53.38830944,0.40552422,0
11,F,51,-2,85.752047,59.76239613,0.442708311,0
11,F,52,1,136.1270439,70.65805409,-0.414711031,0
11,F,53,-1,91.87636477,70.75100346,0.105375072,0
11,F,54,0,54.51168307,20.3857686,0.111376825,0
11,F,55,-2,60.53514084,30.42699419,-0.234191837,0
11,F,56,0,113.6655258,81.67146961,0.151210445,0
11,F,57,-1,64.50918827,28.88070556,0.388575202,0
11,F,58,2,60.80191714,31.68165673,0.120068781,0
11,F,59,1,66.6421677,34.76570871,0.133709296,0
11,F,60,2,25.85509378,11.9985777,-0.006535516,0.28930644
11,F,61,0,34.26001589,14.58725802,0.152080882,0
11,F,62,1,43.02359221,12.90075824,-0.005905782,0.189293301
11,F,63,-1,55.92280117,35.20050404,0.02651019,3.42979E-05
11,F,64,-2,64.12682883,34.57242264,-0.096477911,0
11,F,65,-2,52.82724137,32.71820966,-0.13141844,0
11,F,66,1,49.02729599,23.40646368,0.208309566,0
11,F,67,0,39.72317102,16.43988336,0.048406396,5.73985E-13
11,F,68,-1,29.37611939,15.79093756,-0.05845671,0
11,F,69,2,119.7429783,51.58238958,-0.0679313,0
11,F,70,-1,40.77625208,18.94131571,-0.242074351,0
11,F,71,1,73.81067068,49.67246189,-0.238816907,0
11,F,72,-2,80.88966326,54.33086206,0.074735609,0
11,F,73,0,16.36091831,6.813479029,-0.01140642,6.05116E-06
11,F,74,2,38.23605287,22.01003125,0.006335281,0.492214699
11,F,75,-2,28.96982807,16.52290922,0.037649655,2.28496E-10
11,F,76,2,29.40100754,13.25144119,0.095273654,0
11,F,77,1,87.89057194,65.62233111,0.02885393,0
11,F,78,-1,66.1686631,50.90511927,0.235783846,0
11,F,79,1,46.3047489,26.06944587,-0.030772485,2.44381E-07
11,F,80,-2,30.08639628,14.78243366,0.102030392,0
11,F,81,-1,45.64827801,21.9722798,-0.206883689,0
11,F,82,0,24.43899303,12.52031799,0.130330828,0
11,F,83,2,68.55470518,37.44886624,-0.169454964,0
11,F,84,-1,34.73035702,15.74379739,-0.219274875,0
11,F,85,1,45.90825803,22.49410444,-0.089193942,0
11,F,86,0,22.70805462,14.05558982,0.149890265,0
11,F,87,-2,81.8071587,38.80025091,0.094124572,2.44249E-15
11,F,88,2,56.57932056,36.51931114,-0.118587209,0
11,F,89,0,25.79683868,12.52688593,-0.08126424,0
11,F,90,1,21.78377707,7.84546875,-0.018998962,2.13421E-08
11,F,91,2,31.32368631,18.75433978,-0.114167784,0
11,F,92,-2,34.04133487,13.20913214,-0.070390157,0
11,F,93,-1,50.48328831,23.80893622,-0.032995915,1.16285E-06
11,F,94,0,46.50070346,22.85871132,0.076570795,0
11,F,95,2,28.13565039,16.57164593,-0.084437394,0
11,F,96,1,38.85664849,26.42924489,0.088248056,0
11,F,97,-2,49.7993396,34.82305387,-0.041609935,1.06848E-09
11,F,98,-1,64.05198014,50.87282138,0.171147684,0
11,F,99,-1,42.83189916,15.69401106,0.106957318,0
11,F,100,1,54.26874485,23.46196311,-0.071883003,0
11,F,101,2,60.76998324,36.70069588,-0.119594763,0
11,F,102,0,45.86902901,19.11199413,-0.133400857,0
11,F,103,-2,41.66571755,22.44516326,0.15798584,0
11,F,104,-1,37.816011,19.25976814,0.021333955,0.000251545
11,F,105,1,29.44968421,9.196829687,0.403787315,0
11,F,106,2,56.27322979,35.03189102,-0.062105076,1.28388E-11
