"subject","gender","trial","duration","intensity","pitch","delay","video","stimulus","syllables","speech_rate"
11,"f",20,2.778634,63.61701149,168.4852716,0,1,2,15,5.39833601690615
11,"f",21,4.096705,66.45355774,183.2988528,200,1,7,17,4.14967638626652
11,"f",22,3.312987,66.46920361,182.0491852,200,1,6,15,4.52763623883824
11,"f",23,2.778634,64.78888843,180.6875899,0,0,10,17,6.11811415249364
11,"f",24,3.882963,66.66038465,187.8544427,200,0,8,18,4.63563520950367
11,"f",25,2.814258,66.30809473,185.3687094,0,0,8,18,6.39600207230467
11,"f",26,2.707387,66.5337045,184.7865635,0,1,5,15,5.54039743856346
11,"f",27,3.95421,63.52171395,186.2259866,200,1,4,17,4.29921526676631
11,"f",28,3.84734,63.95735223,184.9231496,200,0,4,17,4.41863729225907
11,"f",29,3.027999,64.26753446,179.1893506,0,0,1,18,5.94451979673705
11,"f",30,3.419858,63.57908686,174.6014276,200,0,2,15,4.38614702715727
11,"f",31,3.989834,65.3949985,181.4220197,200,0,1,18,4.51146589056086
11,"f",32,2.814258,65.61602483,180.0948109,0,0,9,18,6.39600207230467
11,"f",33,2.707387,65.51876568,173.7245808,0,0,3,15,5.54039743856346
11,"f",34,3.419857,65.98006421,171.7448751,200,0,3,15,4.38614830971003
11,"f",35,3.099246,67.13872072,181.5006915,200,0,6,15,4.8398868628047
11,"f",36,3.669222,69.92615971,178.8855637,200,1,3,15,4.0880600846719
11,"f",37,2.600517,66.47168611,172.3622065,0,1,3,15,5.7680838079505
11,"f",38,3.312987,70.48890984,190.1380309,200,0,9,18,5.43316348660589
11,"f",39,4.45294,60.72820161,195.2205445,200,0,5,15,3.3685609956568
11,"f",40,2.707388,68.1493966,188.8791577,0,1,10,17,6.27911477778582
11,"f",41,3.312987,66.0019576,184.7621402,0,1,7,17,5.13132107068334
11,"f",42,2.564893,63.81677274,166.7159265,0,0,6,15,5.84819717625648
11,"f",43,2.921129,67.07430985,171.2606086,200,0,2,15,5.13500088493182
11,"f",44,3.776093,66.33459023,180.0244927,200,1,4,17,4.50200776305033
11,"f",45,3.882963,69.82488112,184.2676503,200,1,1,18,4.63563520950367
11,"f",46,3.491105,64.69919658,181.5933634,0,0,5,15,4.29663387380213
11,"f",47,3.740469,67.39905664,185.6930126,200,1,7,17,4.54488461206335
11,"f",48,3.491104,69.9179682,187.5042159,200,1,9,18,5.155962125448
11,"f",49,2.707388,66.32855316,170.9763454,0,1,6,15,5.54039539216396
11,"f",50,2.74301,64.31284683,175.7887683,0,0,10,17,6.19757128118381
11,"f",51,3.776093,66.30270345,184.0037621,200,0,7,17,4.50200776305033
11,"f",52,3.562352,68.0360153,189.859264,200,0,5,15,4.210701244571
11,"f",53,3.918586,62.30327218,181.5163823,200,1,2,15,3.82791139456937
11,"f",54,2.671764,65.42699048,172.3766357,0,0,2,15,5.61426832609467
11,"f",55,2.671764,69.2523968,175.7662588,0,1,3,15,5.61426832609467
11,"f",56,3.277363,70.01455926,186.5417029,200,1,5,15,4.57685035194454
11,"f",57,3.099246,67.57183725,186.5905752,0,1,8,18,5.80786423536563
11,"f",58,2.992375,66.97976773,189.9006701,0,0,8,18,6.01528885918376
11,"f",59,3.063623,66.41078114,174.0532178,0,1,4,17,5.54898562910645
11,"f",60,2.956751,67.01753771,178.5233249,0,1,9,18,6.08776322389001
11,"f",61,3.027998,65.91201634,179.9114842,0,1,1,18,5.9445217599219
11,"f",62,3.312987,68.1927459,176.7753354,200,0,3,15,4.52763623883824
11,"f",63,3.206116,65.60995532,188.9909146,0,1,10,17,5.30236585326295
11,"f",64,3.277363,69.78048674,183.3542742,200,0,9,18,5.49222042233344
11,"f",65,2.707387,66.12068076,170.8782105,0,1,2,15,5.54039743856346
11,"f",66,3.277363,70.69990592,187.3570946,200,1,10,17,5.18709706553714
11,"f",67,2.992375,66.24385203,180.712369,0,0,7,17,5.68110614478466
11,"f",68,3.669222,65.87464489,184.9436304,200,0,4,17,4.63313476262815
11,"f",69,3.740469,68.09756244,183.4776438,200,0,1,18,4.81223076571414
11,"f",70,3.419858,67.88275802,177.1040086,200,0,6,15,4.38614702715727
11,"f",71,4.666681,65.31187644,193.8029668,200,1,8,18,3.85713101024047
11,"f",72,2.778635,66.67770776,172.4200633,0,0,3,15,5.39833407410473
11,"f",73,3.099246,68.00735842,184.9790975,200,1,6,15,4.8398868628047
11,"f",74,3.882963,67.5628892,181.0976721,200,1,3,15,3.86302934125306
11,"f",75,2.956752,64.83682763,178.0034994,0,0,1,18,6.08776116495398
11,"f",76,2.921129,66.12180206,183.0372844,0,0,9,18,6.16200106191818
11,"f",77,2.743011,68.63509718,185.4733471,0,1,5,15,5.46844325451119
11,"f",78,3.633599,68.87847089,191.1441432,200,0,10,17,4.67855698991551
11,"f",79,3.24174,65.87960815,183.6461708,0,0,4,17,5.24409730576789
11,"f",80,3.740469,66.9525875,186.3511459,200,0,8,18,4.81223076571414
12,"f",1,3.669222,65.19288404,187.0448841,200,1,2,15,4.0880600846719
12,"f",2,3.989834,70.11443962,201.5487568,200,1,9,18,4.51146589056086
12,"f",3,3.34861,66.67186595,189.0083038,0,1,4,17,5.07673333114337
12,"f",4,3.206117,67.74004564,182.466902,0,0,7,17,5.30236419943502
12,"f",5,2.992376,65.07102709,183.315853,0,0,5,15,5.01273904081573
12,"f",6,2.956751,66.13482142,188.2349722,0,1,5,15,5.07313601990834
12,"f",7,3.633599,68.46773029,193.8325032,200,1,4,17,4.67855698991551
12,"f",8,3.099246,69.14299978,186.3138687,200,0,6,15,4.8398868628047
12,"f",9,3.312987,66.42278427,190.1222084,0,0,10,17,5.13132107068334
12,"f",10,3.704846,67.80535566,196.0385343,200,1,8,18,4.85850154095474
12,"f",11,2.778634,70.16265322,183.1312389,200,1,3,15,5.39833601690615
12,"f",12,3.099246,67.93715233,197.5977856,200,1,5,15,4.8398868628047
12,"f",13,3.206117,65.91448547,185.4084824,0,0,4,17,5.30236419943502
12,"f",14,2.885505,67.41854706,182.5089151,0,0,6,15,5.19839681442243
12,"f",15,2.671763,68.63474002,181.8951499,0,0,3,15,5.61427042742938
12,"f",16,4.239199,69.35330125,190.2788084,200,0,1,18,4.2460851684481
12,"f",17,2.707388,67.0978008,183.2944345,0,1,2,15,5.54039539216396
12,"f",18,3.669222,68.64103524,189.6593116,200,0,9,18,4.90567210160628
12,"f",19,3.063623,68.44008971,197.7622453,200,0,10,17,5.54898562910645
12,"f",20,3.063622,68.34077128,199.0621875,200,1,10,17,5.54898744035655
12,"f",21,2.885505,69.66713358,184.8532638,200,1,6,15,5.19839681442243
12,"f",22,3.134869,68.43601046,197.612787,200,0,4,17,5.42287412966858
12,"f",23,2.600516,66.64148817,176.301097,0,0,2,15,5.76808602600407
12,"f",24,3.24174,68.20399259,188.4547535,0,0,9,18,5.55257361787188
12,"f",25,3.491104,68.69209,188.066558,200,0,7,17,4.86951978514533
12,"f",26,3.206116,66.75115117,183.872035,0,1,7,17,5.30236585326295
12,"f",27,3.740469,65.64441804,181.5230249,0,0,1,18,4.81223076571414
12,"f",28,2.885505,66.00261702,188.2821812,0,1,10,17,5.89151638967876
12,"f",29,3.206116,67.71865686,196.5749387,200,0,5,15,4.67855810582025
12,"f",30,3.776093,68.72324948,183.7265346,200,1,1,18,4.76683174911211
12,"f",31,2.885505,67.05343969,177.7327371,0,1,6,15,5.19839681442243
12,"f",32,3.312987,66.63510417,191.3854009,0,1,8,18,5.43316348660589
12,"f",33,3.277364,66.32822228,186.9138098,0,0,8,18,5.49221874652922
12,"f",34,3.312987,68.70276407,192.1862169,200,1,7,17,5.13132107068334
12,"f",35,2.778635,68.41627031,183.6631007,200,0,2,15,5.39833407410473
12,"f",36,3.419857,65.40380531,183.3141051,0,1,1,18,5.26337797165203
12,"f",37,3.597975,68.05893814,187.4516957,200,0,8,18,5.00281408292164
12,"f",38,3.206116,68.11574282,179.3462541,0,1,9,18,5.6142697269843
12,"f",39,2.422399,70.47262703,182.9032579,200,0,3,15,6.19220863284702
12,"f",40,2.564893,67.72017594,181.1503139,0,1,3,15,5.84819717625648
12,"f",41,2.921128,69.62257388,189.7566525,200,1,6,15,5.13500264281469
12,"f",42,2.992375,67.26611754,186.0544164,0,1,10,17,5.68110614478466
12,"f",43,2.671764,67.63423808,192.3399618,200,1,4,17,6.36283743624063
12,"f",44,2.600517,69.64844306,185.8196318,200,0,3,15,5.7680838079505
12,"f",45,3.312987,66.66887923,189.5986694,0,1,8,18,5.43316348660589
12,"f",46,2.849881,66.28539189,177.2670422,0,0,2,15,5.2633776638393
12,"f",47,3.704846,66.22836078,205.2815101,200,0,7,17,4.58858478867948
12,"f",48,3.384235,68.46589953,190.9430066,200,1,8,18,5.3187795764774
12,"f",49,2.956752,67.19390378,192.5919536,200,1,5,15,5.07313430412831
12,"f",50,3.206117,67.18294967,183.9098186,0,1,4,17,5.30236419943502
12,"f",51,3.918587,65.18504802,189.3491001,0,1,1,18,4.59349250125109
12,"f",52,3.24174,68.60116655,195.0714454,200,0,9,18,5.55257361787188
12,"f",53,3.099246,67.43579257,184.9098071,0,0,7,17,5.48520511117865
12,"f",54,3.526728,67.28686522,194.159942,200,1,1,18,5.10388099110564
12,"f",55,2.778634,67.06645644,184.3996285,200,1,3,15,5.39833601690615
12,"f",56,2.992376,65.57961008,182.0372701,200,0,2,15,5.01273904081573
12,"f",57,2.778634,66.62795227,183.3685395,200,1,2,15,5.39833601690615
12,"f",58,3.170493,66.89978057,177.2309429,0,1,9,18,5.67735049407143
12,"f",59,2.885505,67.50114217,200.7588837,200,0,5,15,5.19839681442243
12,"f",60,2.956752,66.68475686,181.4897937,0,1,6,15,5.07313430412831
12,"f",61,2.707387,67.74362286,185.548879,0,1,3,15,5.54039743856346
12,"f",62,2.814258,65.99120882,178.3912766,0,1,2,15,5.33000172692056
12,"f",63,2.778634,67.74330472,189.0728061,0,0,9,18,6.47800322028738
12,"f",64,3.34861,67.07580336,202.9398554,200,1,10,17,5.07673333114337
12,"f",65,3.312988,65.87059045,184.3776675,0,0,1,18,5.4331618466472
12,"f",66,3.234713,65.38030024,187.5744092,0,0,4,17,5.25548943600251
12,"f",67,3.13487,65.72717,179.1959348,0,1,7,17,5.42287239981243
12,"f",68,2.921128,67.26143264,190.8229496,200,0,10,17,5.81966966185665
12,"f",69,2.885504,68.12652969,181.2238788,0,0,6,15,5.19839861597835
12,"f",70,2.885505,69.59386669,185.0036512,200,0,6,15,5.19839681442243
12,"f",71,3.206116,67.03471051,186.8416988,0,0,8,18,5.6142697269843
12,"f",72,2.671764,67.31185317,182.7280076,0,0,3,15,5.61426832609467
12,"f",73,3.312987,68.04603421,193.9257613,200,0,4,17,5.13132107068334
12,"f",74,3.277363,68.61011499,198.1003633,200,0,8,18,5.49222042233344
12,"f",75,3.206117,68.20701981,190.7292759,200,1,7,17,5.30236419943502
12,"f",76,3.027998,65.76055177,187.7152904,0,0,10,17,5.61427055103735
12,"f",77,3.455481,68.52713228,192.9349405,200,0,1,18,5.20911560503444
12,"f",78,2.778634,66.8782174,190.8380612,0,0,5,15,5.39833601690615
12,"f",79,3.633599,68.8397518,188.5784012,200,1,9,18,4.95376622461642
12,"f",80,3.063622,66.87414407,190.8286998,0,1,5,15,4.89616538854989
13,"m",1,3.562352,53.89748193,125.0466262,0,1,1,18,5.0528414934852
13,"m",2,4.346069,58.94971941,123.4159655,200,1,4,17,3.91158078714351
13,"m",3,4.061081,59.36648471,124.7342013,200,0,8,18,4.4323174051441
13,"m",4,3.491105,55.03420401,120.4994205,0,0,8,18,5.15596064856256
13,"m",5,5.16541,56.72093705,129.5339513,200,0,1,18,3.48471854121938
13,"m",6,3.526728,56.91303324,119.794873,0,0,9,18,5.10388099110564
13,"m",7,4.310445,61.69441732,129.5143807,200,1,1,18,4.1759029520154
13,"m",8,3.811716,59.13136787,132.0977097,200,1,5,15,3.93523546874951
13,"m",9,3.419857,57.88354304,122.3522189,200,0,2,15,4.38614830971003
13,"m",10,3.063622,56.6179945,120.7218945,0,0,3,15,4.89616538854989
13,"m",11,3.811716,61.12525501,125.5041384,200,1,3,15,3.93523546874951
13,"m",12,5.592892,44.69806785,119.9528564,0,1,7,17,3.03957237150297
13,"m",13,2.921128,55.42588155,125.5057816,0,1,5,15,5.13500264281469
13,"m",14,3.633599,56.329752,124.4321106,0,0,10,17,4.67855698991551
13,"m",15,3.24174,55.79933587,115.2978967,0,1,6,15,4.6271446815599
13,"m",16,3.348611,55.88274422,120.5507519,0,0,4,17,5.07673181507198
13,"m",17,3.312987,54.92239031,113.6958103,0,0,1,18,5.43316348660589
13,"m",18,3.312987,54.68482387,120.1972583,0,1,8,18,5.43316348660589
13,"m",19,3.597975,58.41291566,126.3082331,200,0,6,15,4.16901173576804
13,"m",20,3.134869,60.42263424,121.4183027,200,0,3,15,4.78488893794286
13,"m",21,4.096705,60.4332033,127.7235664,200,0,7,17,4.14967638626652
13,"m",22,2.778634,57.26133126,116.1235139,0,0,6,15,5.39833601690615
13,"m",23,3.206116,59.19284956,125.8195855,200,0,5,15,4.67855810582025
13,"m",24,3.811716,62.10224093,128.4943784,200,0,9,18,4.72228256249941
13,"m",25,3.206117,57.61599614,123.309169,0,1,4,17,5.30236419943502
13,"m",26,3.704846,57.7228686,129.6401597,200,0,4,17,4.58858478867948
13,"m",27,2.671764,56.08388831,118.2475523,0,0,2,15,5.61426832609467
13,"m",28,3.170493,55.84613893,115.6532564,0,0,7,17,5.36194213328968
13,"m",29,2.921128,57.81550283,112.8655325,0,1,3,15,5.13500264281469
13,"m",30,2.671764,55.63539266,115.1129349,0,1,2,15,5.61426832609467
13,"m",31,3.206116,57.74057374,114.5484082,0,1,10,17,5.30236585326295
13,"m",32,3.455481,59.7122338,124.2762954,200,1,6,15,4.34092967086203
13,"m",33,3.597976,58.50892591,126.0666756,200,1,8,18,5.00281269246932
13,"m",34,3.384234,59.31030826,131.2123178,200,0,10,17,5.02329330655031
13,"m",35,3.063623,59.48148318,129.7319073,200,1,2,15,4.89616379038805
13,"m",36,3.84734,62.37816414,127.1464747,200,1,9,18,4.67855713298019
13,"m",37,3.455481,60.29586035,132.1581437,200,1,10,17,4.91972029364363
13,"m",38,2.814258,57.09427902,124.3260404,0,0,5,15,5.33000172692056
13,"m",39,3.84734,60.23424066,126.8052458,200,1,7,17,4.41863729225907
13,"m",40,3.099246,55.73877506,117.3651423,0,1,9,18,5.80786423536563
13,"m",41,3.134869,59.65213499,121.3444994,200,0,6,15,4.78488893794286
13,"m",42,3.170493,55.25213463,112.2883322,0,0,1,18,5.67735049407143
13,"m",43,3.24174,55.98267953,112.0267905,0,1,1,18,5.55257361787188
13,"m",44,3.312987,58.13722723,125.2544851,200,1,2,15,4.52763623883824
13,"m",45,3.24174,55.47698904,113.7209173,0,1,7,17,5.24409730576789
13,"m",46,3.312987,55.46213073,112.7886366,0,1,10,17,5.13132107068334
13,"m",47,2.885504,56.63581373,113.4647851,0,1,3,15,5.19839861597835
13,"m",48,3.811717,59.67613274,116.7646711,200,1,3,15,3.93523443634457
13,"m",49,3.099246,56.99070788,110.9211329,0,1,6,15,4.8398868628047
13,"m",50,3.419858,55.81285308,115.444465,0,0,4,17,4.97096663077824
13,"m",51,3.740469,59.69568356,117.0659749,200,0,1,18,4.81223076571414
13,"m",52,3.84734,59.77106247,117.9217966,200,0,9,18,4.67855713298019
13,"m",53,3.776093,57.70747403,119.0871243,200,0,8,18,4.76683174911211
13,"m",54,2.422399,54.82338116,109.8170903,0,0,2,15,6.19220863284702
13,"m",55,3.847339,57.49624519,130.4865606,200,1,4,17,4.41863844075087
13,"m",56,3.13487,56.48995012,114.0253053,0,0,9,18,5.74186489391905
13,"m",57,3.34861,59.34092732,122.5795212,200,0,7,17,5.07673333114337
13,"m",58,3.277363,57.81500532,124.0729152,200,0,4,17,5.18709706553714
13,"m",59,3.491104,59.5998597,121.9748405,200,1,7,17,4.86951978514533
13,"m",60,3.13487,56.32449179,121.8227449,0,0,10,17,5.42287239981243
13,"m",61,3.384234,58.11652967,120.6850373,200,0,5,15,4.43231762342675
13,"m",62,3.099246,57.85043748,116.1424168,0,1,8,18,5.80786423536563
13,"m",63,3.455481,54.71768971,110.7904009,0,0,7,17,4.91972029364363
13,"m",64,3.491104,58.35907554,118.0017466,200,0,3,15,4.29663510454
13,"m",65,3.597975,58.02377298,125.1643928,200,1,10,17,4.72487996720377
13,"m",66,2.921128,56.18853158,117.6093439,0,0,8,18,6.16200317137763
13,"m",67,3.776092,60.70710994,120.0434148,200,1,9,18,4.76683301148383
13,"m",68,2.849881,53.87820507,108.0457375,0,0,6,15,5.2633776638393
13,"m",69,3.776093,59.89407724,121.109022,200,1,1,18,4.76683174911211
13,"m",70,2.743011,56.45279252,127.7106906,0,1,5,15,5.46844325451119
13,"m",71,2.956752,57.81337781,128.848199,200,0,2,15,5.07313430412831
13,"m",72,2.992376,56.92081821,114.8128074,0,1,9,18,6.01528684897887
13,"m",73,3.704845,58.9398506,125.0600006,200,0,10,17,4.58858602721571
13,"m",74,3.455481,59.56102804,127.7640405,200,1,6,15,4.34092967086203
13,"m",75,2.849881,57.07241944,122.4471408,0,0,5,15,5.2633776638393
13,"m",76,3.776093,59.46868145,131.3987256,200,1,8,18,4.76683174911211
13,"m",77,2.600517,57.59267246,130.7729535,0,1,2,15,5.7680838079505
13,"m",78,2.671764,56.82451354,117.8437307,0,0,3,15,5.61426832609467
13,"m",79,3.063623,58.00475533,138.6209816,0,1,4,17,5.54898562910645
13,"m",80,3.348611,59.36130282,124.0583239,200,1,5,15,4.47946924859292
14,"f",1,4.595434,63.46020679,193.468681,0,1,8,18,3.91693145848684
14,"f",2,4.809175,65.2636311,179.377355,0,0,7,17,3.53490983380725
14,"f",3,7.025937,59.09762516,174.734464,200,0,10,17,2.41960609666725
14,"f",4,6.519103,66.20695966,187.233883,200,0,1,18,2.76111606151951
14,"f",5,NA,NA,NA,0,0,5,15,NA
14,"f",6,3.597976,67.94226715,179.586582,0,1,6,15,4.16901057705777
14,"f",7,5.699763,68.77070376,185.924706,200,0,9,18,3.15802604424079
14,"f",8,4.025458,64.93149709,188.522157,0,0,10,17,4.22312194041026
14,"f",9,3.882963,65.43067121,188.40413,0,1,4,17,4.3780999200868
14,"f",10,3.384234,66.06411853,156.438143,0,1,5,15,4.43231762342675
14,"f",11,4.239198,68.52028492,190.93074,200,1,2,15,3.53840514172728
14,"f",12,3.384234,66.95533111,184.600638,0,0,6,15,4.43231762342675
14,"f",13,3.206117,69.13362081,152.042161,0,1,3,15,4.67855664656031
14,"f",14,4.880422,69.77746847,181.325686,200,1,9,18,3.6882056510687
14,"f",15,3.277364,67.15986408,200.78501,0,0,2,15,4.57684895544102
14,"f",16,4.132328,68.38857744,203.530967,200,1,5,15,3.62991514710352
14,"f",17,4.66668,67.44523841,185.769094,200,0,7,17,3.64284673472361
14,"f",18,4.096705,63.86157842,188.951011,0,0,4,17,4.14967638626652
14,"f",19,3.811716,64.36114436,176.716907,0,1,10,17,4.45993353124944
14,"f",20,4.809175,63.92729894,176.503408,200,0,2,15,3.11903808865346
14,"f",21,NA,NA,NA,0,1,9,18,NA
14,"f",22,5.022915,69.09744259,177.500489,200,1,3,15,2.98631372420198
14,"f",23,3.882964,67.0840287,192.695036,0,0,8,18,4.63563401566432
14,"f",24,4.524187,68.2809615,190.53128,200,0,5,15,3.31551282031446
14,"f",25,5.949127,65.83517043,171.500479,200,0,4,17,2.85756212634224
14,"f",26,3.526728,67.77541791,195.032301,0,1,2,15,4.2532341592547
14,"f",27,6.768468,67.63374835,163.856693,200,1,1,18,2.65939057405605
14,"f",28,5.835589,69.00662655,187.26637,200,1,6,15,2.57043462108109
14,"f",29,5.022916,61.99010331,165.736934,0,1,1,18,3.58357575559695
14,"f",30,4.702304,66.09134926,152.097643,0,0,1,18,3.82791074332923
14,"f",31,5.236657,68.91831325,153.159019,200,0,6,15,2.86442285603201
14,"f",32,5.16541,70.62142833,173.372115,200,0,3,15,2.90393211768282
14,"f",33,5.27228,68.67784512,196.453708,200,1,7,17,3.22441145007473
14,"f",34,6.127245,67.12278248,203.052738,200,0,8,18,2.9376987536813
14,"f",35,3.526728,67.17036364,171.216304,0,0,3,15,4.2532341592547
14,"f",36,4.096704,67.27832191,162.506323,0,1,7,17,4.14967739919701
14,"f",37,6.198492,66.70757286,180.871479,200,1,10,17,2.74260255558933
14,"f",38,3.882963,67.52998989,207.889945,0,0,9,18,4.63563520950367
14,"f",39,5.984751,65.93324206,163.672767,200,1,4,17,2.84055259776054
14,"f",40,5.628516,68.06231402,191.192221,200,1,8,18,3.19800103615234
14,"f",41,5.379151,66.15775087,185.801359,200,0,2,15,2.78854414014405
14,"f",42,4.203575,64.67383629,199.117767,0,0,4,17,4.0441766829425
14,"f",43,3.989833,67.07406496,169.453483,0,1,7,17,4.26082996456243
14,"f",44,5.307904,60.12444086,182.114995,0,1,1,18,3.39116909424134
14,"f",45,3.419857,68.83440384,165.871568,0,1,3,15,4.38614830971003
14,"f",46,3.84734,68.05662347,205.243756,0,0,9,18,4.67855713298019
14,"f",47,5.022916,66.82913267,189.946301,200,1,2,15,2.98631312966412
14,"f",48,3.918587,67.87424093,173.926731,0,1,9,18,4.59349250125109
14,"f",49,3.206117,67.48358205,162.328852,0,0,2,15,4.67855664656031
14,"f",50,4.132328,67.35971045,200.680619,0,1,8,18,4.35589817652423
14,"f",51,5.094163,69.03927313,180.617523,200,0,9,18,3.53345583955598
14,"f",52,4.987293,69.28118449,150.091207,200,1,6,15,3.00764362550987
14,"f",53,3.348611,67.9240358,170.714465,0,0,6,15,4.47946924859292
14,"f",54,5.628516,67.90950497,185.779285,200,0,6,15,2.66500086346028
14,"f",55,5.66414,68.07853356,186.53308,200,0,7,17,3.0013382437581
14,"f",56,6.625974,65.32846737,193.998434,200,0,4,17,2.56566053534167
14,"f",57,5.343527,66.19871897,159.405385,200,0,3,15,2.80713468838091
14,"f",58,3.312987,66.96625279,168.704956,0,1,2,15,4.52763623883824
14,"f",59,6.661598,65.26252607,169.727874,200,1,1,18,2.70205437193899
14,"f",60,3.811717,68.0779502,187.791015,0,0,8,18,4.72228132361348
14,"f",61,5.38487,67.28819778,175.002263,200,0,10,17,3.1569935764466
14,"f",62,5.735386,68.71362907,192.11808,200,1,7,17,2.96405507842018
14,"f",63,4.061081,66.99958224,185.704075,0,0,7,17,4.18607754930276
14,"f",64,5.486022,67.87738281,134.37906,200,1,3,15,2.7342216272556
14,"f",65,5.699762,65.14328516,188.820472,200,0,5,15,2.63168883191965
14,"f",66,4.45294,67.60066791,177.875879,200,1,5,15,3.3685609956568
14,"f",67,4.346069,63.86778431,177.9808,0,0,1,18,4.14167377462254
14,"f",68,4.025457,66.02521491,179.851969,0,1,10,17,4.22312298951399
14,"f",69,6.234115,66.46289768,195.086608,200,0,8,18,2.88733845942848
14,"f",70,3.491105,66.37262572,180.108096,0,0,5,15,4.29663387380213
14,"f",71,6.439522,65.53901418,178.844223,200,1,10,17,2.63994749920879
14,"f",72,3.882964,66.50585255,194.471942,0,1,6,15,3.86302834638694
14,"f",73,3.419858,66.34940972,194.158523,0,1,5,15,4.38614702715727
14,"f",74,4.06108,64.93616281,200.380514,0,1,4,17,4.18607858008215
14,"f",75,4.631058,63.0177877,184.45557,0,0,10,17,3.67086743461213
14,"f",76,5.522005,67.72306261,186.712282,200,1,8,18,3.25968556710832
14,"f",77,6.447856,64.76376056,168.552314,200,1,4,17,2.63653530724011
14,"f",78,6.234116,67.86683644,152.394712,200,1,9,18,2.88733799627726
14,"f",79,6.768468,64.47440931,157.842356,200,0,1,18,2.65939057405605
14,"f",80,3.348611,68.310033,148.352656,0,0,3,15,4.47946924859292
15,"f",1,5.307904,60.71199782,225.3074125,200,1,5,15,2.82597424520112
15,"f",2,6.915373,59.72749855,239.9220221,200,0,8,18,2.6028964742755
15,"f",3,5.521645,61.18553212,239.782036,200,0,4,17,3.07879264241001
15,"f",4,3.704845,63.18249295,243.1632152,0,1,9,18,4.85850285234605
15,"f",5,3.526728,61.02756309,233.2807082,0,0,7,17,4.82033204715532
15,"f",6,5.782448,61.54343813,236.5458728,200,1,8,18,3.11286845986337
15,"f",7,4.132328,59.04447968,234.7224647,0,1,1,18,4.35589817652423
15,"f",8,5.129787,58.46940385,230.2027095,200,0,6,15,2.92409801810485
15,"f",9,7.021885,57.87687961,243.2066092,200,1,10,17,2.42100233769137
15,"f",10,4.274822,57.751784,221.1704119,0,0,6,15,3.50891803214262
15,"f",11,3.063623,59.38024153,205.8131365,0,1,2,15,4.89616379038805
15,"f",12,3.740469,59.40594986,231.1627664,0,0,4,17,4.54488461206335
15,"f",13,3.277363,60.27150172,242.2843385,0,0,9,18,5.49222042233344
15,"f",14,4.452939,55.93144121,242.8443429,0,0,8,18,4.04227410256462
15,"f",15,4.274822,54.1045934,247.153421,0,1,10,17,3.97677376976164
15,"f",16,5.521645,58.82536571,209.1707504,200,1,3,15,2.71658174330295
15,"f",17,3.030384,62.77142272,219.5838308,0,1,3,15,4.949867739534
15,"f",18,5.735386,60.36981903,232.0362981,200,1,1,18,3.13841125950372
15,"f",19,4.417316,58.09832108,220.1829378,0,0,1,18,4.07487261495442
15,"f",20,3.776093,59.14922027,213.481177,0,1,4,17,4.50200776305033
15,"f",21,4.951669,60.30733189,231.6406459,200,1,6,15,3.02928164220993
15,"f",22,5.16541,58.2979828,237.8595998,200,1,2,15,2.90393211768282
15,"f",23,4.666681,63.7893206,228.1589876,200,0,3,15,3.21427584186706
15,"f",24,5.343527,62.54737818,244.0690195,200,1,7,17,3.18141931349837
15,"f",25,2.885505,61.69420154,235.2889666,0,0,2,15,5.19839681442243
15,"f",26,4.89186,64.32061454,227.2904691,200,1,4,17,3.47516077729126
15,"f",27,3.312987,61.4654627,231.9244589,0,1,7,17,5.13132107068334
15,"f",28,2.992375,60.08516249,220.0778321,0,1,5,15,5.01274071598647
15,"f",29,3.206116,60.04974419,234.8410227,0,0,10,17,5.30236585326295
15,"f",30,5.129786,62.47346572,250.9061777,200,0,1,18,3.50891830575389
15,"f",31,5.146944,61.67663223,248.1398837,200,1,9,18,3.49722087514455
15,"f",32,4.524186,61.54768518,239.8999738,200,0,7,17,3.75758202691048
15,"f",33,4.452939,61.19116328,241.0552793,200,0,5,15,3.36856175213718
15,"f",34,2.921128,64.28032034,224.3005483,0,0,3,15,5.13500264281469
15,"f",35,3.562352,61.76937681,243.3150405,0,1,8,18,5.0528414934852
15,"f",36,4.167952,60.42370645,241.5828644,200,0,2,15,3.59888981447003
15,"f",37,5.094163,62.42094658,238.5566211,200,0,9,18,3.53345583955598
15,"f",38,2.992375,61.34104546,222.2869282,0,0,5,15,5.01274071598647
15,"f",39,4.631057,63.41350822,242.615753,200,0,10,17,3.67086822727511
15,"f",40,3.099246,63.63003141,234.6512175,0,1,6,15,4.8398868628047
15,"f",41,4.310446,64.19077729,243.5898878,200,1,10,17,3.94390742860484
15,"f",42,2.831775,60.97243967,206.8569573,0,0,2,15,5.29703101411659
15,"f",43,5.307904,63.07609024,233.1266534,200,0,8,18,3.39116909424134
15,"f",44,5.058539,64.3714734,235.2841647,200,1,4,17,3.36065413353539
15,"f",45,3.348611,61.62200907,238.6592843,0,1,9,18,5.37536309831151
15,"f",46,5.236656,61.29830533,230.0552748,200,1,1,18,3.437308083632
15,"f",47,3.277364,60.04311512,225.2550042,0,1,2,15,4.57684895544102
15,"f",48,3.882963,65.49035198,230.5674805,200,0,3,15,3.86302934125306
15,"f",49,3.562352,59.92422795,235.2085763,0,0,1,18,5.0528414934852
15,"f",50,3.277364,61.37100947,227.7857967,0,1,7,17,5.18709548283316
15,"f",51,3.063622,61.06392348,218.8303473,0,1,6,15,4.89616538854989
